,team_name,abbreviation,TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
0,Atlanta Hawks,ATL,1610612737,2023,00,Kobe Bufkin,Kobe,kobe-bufkin,,G,6-5,195,"SEP 21, 2003",19.0,R,Michigan,1641723,#15 Pick in 2023 Draft
1,Atlanta Hawks,ATL,1610612737,2023,00,Seth Lundy,Seth,seth-lundy,,G,6-6,220,"APR 02, 2000",23.0,R,Penn State,1641754,#46 Pick in 2023 Draft
2,Atlanta Hawks,ATL,1610612737,2023,00,Mouhamed Gueye,Mouhamed,mouhamed-gueye,,F,6-11,210,"NOV 09, 2002",20.0,R,Washington State,1631243,Signed on 07/03/23
3,Atlanta Hawks,ATL,1610612737,2023,00,Miles Norris,Miles,miles-norris,,,,,"APR 15, 2000",23.0,R,                                   ,1641936,Signed on 07/06/23
4,Atlanta Hawks,ATL,1610612737,2023,00,Bruno Fernando,Bruno,bruno-fernando,0,F-C,6-10,240,"AUG 15, 1998",25.0,4,Maryland,1628981,Traded from HOU on 02/09/23
5,Atlanta Hawks,ATL,1610612737,2023,00,Jalen Johnson,Jalen,jalen-johnson,1,F,6-8,219,"DEC 18, 2001",21.0,2,Duke,1630552,#20 Pick in 2021 Draft
6,Atlanta Hawks,ATL,1610612737,2023,00,Trent Forrest,Trent,trent-forrest,2,G,6-4,210,"JUN 12, 1998",25.0,3,Florida State,1630235,Signed on 08/08/22
7,Atlanta Hawks,ATL,1610612737,2023,00,Dejounte Murray,Dejounte,dejounte-murray,5,G,6-5,180,"SEP 19, 1996",26.0,6,Washington,1627749,Traded from SAS on 06/30/22
8,Atlanta Hawks,ATL,1610612737,2023,00,Patty Mills,Patty,patty-mills,8,G,6-0,180,"AUG 11, 1988",35.0,14,St. Mary's,201988,Traded from OKC on 07/12/23
9,Atlanta Hawks,ATL,1610612737,2023,00,Trae Young,Trae,trae-young,11,G,6-1,164,"SEP 19, 1998",24.0,5,Oklahoma,1629027,Draft Rights Traded from DAL on 06/21/18
10,Atlanta Hawks,ATL,1610612737,2023,00,De'Andre Hunter,De'Andre,deandre-hunter,12,F-G,6-8,221,"DEC 02, 1997",25.0,4,Virginia,1629631,Draft Rights Traded from NOP on 07/07/19
11,Atlanta Hawks,ATL,1610612737,2023,00,Bogdan Bogdanovic,Bogdan,bogdan-bogdanovic,13,G,6-5,225,"AUG 18, 1992",31.0,6,Fenerbahce,203992,Signed on 11/25/20
12,Atlanta Hawks,ATL,1610612737,2023,00,AJ Griffin,AJ,aj-griffin,14,F,6-6,220,"AUG 25, 2003",19.0,1,Duke,1631100,#16 Pick in 2022 Draft
13,Atlanta Hawks,ATL,1610612737,2023,00,Clint Capela,Clint,clint-capela,15,C,6-10,256,"MAY 18, 1994",29.0,9,Elan Chalon,203991,Traded from HOU on 02/05/20
14,Atlanta Hawks,ATL,1610612737,2023,00,Onyeka Okongwu,Onyeka,onyeka-okongwu,17,F-C,6-9,240,"DEC 11, 2000",22.0,3,Southern California,1630168,#6 Pick in 2020 Draft
15,Atlanta Hawks,ATL,1610612737,2023,00,Wesley Matthews,Wesley,wesley-matthews,23,G,6-5,220,"OCT 14, 1986",36.0,14,Marquette,202083,Signed on 07/21/23
16,Atlanta Hawks,ATL,1610612737,2023,00,Garrison Mathews,Garrison,garrison-mathews,25,G,6-6,215,"OCT 24, 1996",26.0,4,Lipscomb,1629726,Traded from HOU on 02/09/23
17,Atlanta Hawks,ATL,1610612737,2023,00,Saddiq Bey,Saddiq,saddiq-bey,41,F,6-7,215,"APR 09, 1999",24.0,3,Villanova,1630180,Traded from DET on 02/09/23
0,Boston Celtics,BOS,1610612738,2023,00,Jordan Walsh,Jordan,jordan-walsh,,G,6-7,205,"MAR 03, 2004",19.0,R,Arkansas,1641775,Draft Rights Traded from SAC on 06/28/23
1,Boston Celtics,BOS,1610612738,2023,00,Jayson Tatum,Jayson,jayson-tatum,0,F-G,6-8,210,"MAR 03, 1998",25.0,6,Duke,1628369,#3 Pick in 2017 Draft
2,Boston Celtics,BOS,1610612738,2023,00,Jay Scrubb,Jay,jay-scrubb,0,G,6-5,220,"SEP 01, 2000",22.0,3,John A. Logan,1630206,Signed on 07/15/23
3,Boston Celtics,BOS,1610612738,2023,00,Kristaps Porzingis,Kristaps,kristaps-porzingis,6,F-C,7-3,240,"AUG 02, 1995",28.0,7,Cajasol Sevilla,204001,Traded from WAS on 06/23/23
4,Boston Celtics,BOS,1610612738,2023,00,Jaylen Brown,Jaylen,jaylen-brown,7,G-F,6-6,223,"OCT 24, 1996",26.0,7,California,1627759,#3 Pick in 2016 Draft
5,Boston Celtics,BOS,1610612738,2023,00,Derrick White,Derrick,derrick-white,9,G,6-4,190,"JUL 02, 1994",29.0,6,Colorado,1628401,Traded from SAS on 02/10/22
6,Boston Celtics,BOS,1610612738,2023,00,Payton Pritchard,Payton,payton-pritchard,11,G,6-1,195,"JAN 28, 1998",25.0,3,Oregon,1630202,#26 Pick in 2020 Draft
7,Boston Celtics,BOS,1610612738,2023,00,Oshae Brissett,Oshae,oshae-brissett,12,F-G,6-7,210,"JUN 20, 1998",25.0,4,Syracuse,1629052,Signed on 07/06/23
8,Boston Celtics,BOS,1610612738,2023,00,Malcolm Brogdon,Malcolm,malcolm-brogdon,13,G,6-4,229,"DEC 11, 1992",30.0,7,Virginia,1627763,Traded from IND on 07/09/22
9,Boston Celtics,BOS,1610612738,2023,00,JD Davison,JD,jd-davison,20,G,6-1,195,"OCT 03, 2002",20.0,1,Alabama,1631120,#53 Pick in 2022 Draft
10,Boston Celtics,BOS,1610612738,2023,00,Mfiondu Kabengele,Mfiondu,mfiondu-kabengele,28,C,6-10,250,"AUG 14, 1997",26.0,3,Florida State,1629662,Signed on 07/16/22
11,Boston Celtics,BOS,1610612738,2023,00,Sam Hauser,Sam,sam-hauser,30,F,6-7,217,"DEC 08, 1997",25.0,2,Virginia,1630573,Signed on 08/13/21
12,Boston Celtics,BOS,1610612738,2023,00,Luke Kornet,Luke,luke-kornet,40,C-F,7-2,250,"JUL 15, 1995",28.0,6,Vanderbilt,1628436,Signed on 02/11/22
13,Boston Celtics,BOS,1610612738,2023,00,Al Horford,Al,al-horford,42,C-F,6-9,240,"JUN 03, 1986",37.0,16,Florida,201143,Traded from OKC on 06/18/21
14,Boston Celtics,BOS,1610612738,2023,00,Robert Williams III,Robert,robert-williams-iii,44,C-F,6-9,237,"OCT 17, 1997",25.0,5,Texas A&M,1629057,#27 Pick in 2018 Draft
15,Boston Celtics,BOS,1610612738,2023,00,Dalano Banton,Dalano,dalano-banton,45,F,6-7,204,"NOV 07, 1999",23.0,2,Nebraska,1630625,Signed on 07/16/23
16,Boston Celtics,BOS,1610612738,2023,00,Blake Griffin,Blake,blake-griffin,91,F,6-9,250,"MAR 16, 1989",34.0,13,Oklahoma,201933,Signed on 10/03/22
0,Cleveland Cavaliers,CLE,1610612739,2023,00,Max Strus,Max,max-strus,1,G-F,6-5,215,"MAR 28, 1996",27.0,4,DePaul,1629622,Traded from MIA on 07/06/23
1,Cleveland Cavaliers,CLE,1610612739,2023,00,Ty Jerome,Ty,ty-jerome,2,G-F,6-5,195,"JUL 08, 1997",26.0,4,Virginia,1629660,Signed on 07/06/23
2,Cleveland Cavaliers,CLE,1610612739,2023,00,Caris LeVert,Caris,caris-levert,3,G,6-6,205,"AUG 25, 1994",28.0,7,Michigan,1627747,Traded from IND on 02/07/22
3,Cleveland Cavaliers,CLE,1610612739,2023,00,Evan Mobley,Evan,evan-mobley,4,C,6-11,215,"JUN 18, 2001",22.0,2,Southern California,1630596,#3 Pick in 2021 Draft
4,Cleveland Cavaliers,CLE,1610612739,2023,00,Sam Merrill,Sam,sam-merrill,5,G,6-4,205,"MAY 15, 1996",27.0,3,Utah State,1630241,Signed on 03/03/23
5,Cleveland Cavaliers,CLE,1610612739,2023,00,Darius Garland,Darius,darius-garland,10,G,6-1,192,"JAN 26, 2000",23.0,4,Vanderbilt,1629636,#5 Pick in 2019 Draft
6,Cleveland Cavaliers,CLE,1610612739,2023,00,Ricky Rubio,Ricky,ricky-rubio,13,G,6-2,190,"OCT 21, 1990",32.0,12,FC Barcelona,201937,Signed on 07/07/22
7,Cleveland Cavaliers,CLE,1610612739,2023,00,Danny Green,Danny,danny-green,14,G,6-6,215,"JUN 22, 1987",36.0,14,North Carolina,201980,Signed on 02/14/23
8,Cleveland Cavaliers,CLE,1610612739,2023,00,Isaiah Mobley,Isaiah,isaiah-mobley,15,F,6-8,238,"SEP 24, 1999",23.0,1,Southern California,1630600,#49 Pick in 2022 Draft
9,Cleveland Cavaliers,CLE,1610612739,2023,00,Raul Neto,Raul,raul-neto,19,G,6-2,180,"MAY 19, 1992",31.0,8,Murcia,203526,Signed on 07/07/22
10,Cleveland Cavaliers,CLE,1610612739,2023,00,Georges Niang,Georges,georges-niang,20,F,6-7,230,"JUN 17, 1993",30.0,7,Iowa State,1627777,Signed on 07/06/23
11,Cleveland Cavaliers,CLE,1610612739,2023,00,Mamadi Diakite,Mamadi,mamadi-diakite,21,F,6-9,228,"JAN 21, 1997",26.0,3,Virginia,1629603,Signed on 09/19/22
12,Cleveland Cavaliers,CLE,1610612739,2023,00,Emoni Bates,Emoni,emoni-bates,21,F,6-9,170,"JAN 28, 2004",19.0,R,Eastern Michigan,1641734,#49 Pick in 2023 Draft
13,Cleveland Cavaliers,CLE,1610612739,2023,00,Jarrett Allen,Jarrett,jarrett-allen,31,C,6-9,243,"APR 21, 1998",25.0,6,Texas,1628386,Traded from BKN on 01/16/21
14,Cleveland Cavaliers,CLE,1610612739,2023,00,Dean Wade,Dean,dean-wade,32,F-C,6-9,228,"NOV 20, 1996",26.0,4,Kansas State,1629731,Signed on 07/01/19
15,Cleveland Cavaliers,CLE,1610612739,2023,00,Isaac Okoro,Isaac,isaac-okoro,35,F-G,6-5,225,"JAN 26, 2001",22.0,3,Auburn,1630171,#5 Pick in 2020 Draft
16,Cleveland Cavaliers,CLE,1610612739,2023,00,Craig Porter,Craig,craig-porter,40,G,6-2,180,"FEB 26, 2000",23.0,R,Wichita State,1641854,Signed on 07/03/23
17,Cleveland Cavaliers,CLE,1610612739,2023,00,Donovan Mitchell,Donovan,donovan-mitchell,45,G,6-1,215,"SEP 07, 1996",26.0,6,Louisville,1628378,Traded from UTA on 09/03/22
18,Cleveland Cavaliers,CLE,1610612739,2023,00,Damian Jones,Damian,damian-jones,50,C,6-11,245,"JUN 30, 1995",28.0,7,Vanderbilt,1627745,Traded from UTA on 07/08/23
0,New Orleans Pelicans,NOP,1610612740,2023,00,Dereon Seabron,Dereon,dereon-seabron,0,G,6-5,180,"MAY 26, 2000",23.0,1,North Carolina State,1631220,Signed on 09/09/22
1,New Orleans Pelicans,NOP,1610612740,2023,00,Zion Williamson,Zion,zion-williamson,1,F,6-6,284,"JUL 06, 2000",23.0,3,Duke,1629627,#1 Pick in 2019 Draft
2,New Orleans Pelicans,NOP,1610612740,2023,00,CJ McCollum,CJ,cj-mccollum,3,G,6-3,190,"SEP 19, 1991",31.0,10,Lehigh,203468,Traded from POR on 02/08/22
3,New Orleans Pelicans,NOP,1610612740,2023,00,Herbert Jones,Herbert,herbert-jones,5,F,6-7,206,"OCT 06, 1998",24.0,2,Alabama,1630529,#35 Pick in 2021 Draft
4,New Orleans Pelicans,NOP,1610612740,2023,00,Naji Marshall,Naji,naji-marshall,8,F,6-7,220,"JAN 24, 1998",25.0,3,Xavier,1630230,Signed on 12/07/20
5,New Orleans Pelicans,NOP,1610612740,2023,00,Willy Hernangomez,Willy,willy-hernangomez,9,C-F,6-11,250,"MAY 27, 1994",29.0,7,Cajasol Sevilla,1626195,Signed on 11/24/20
6,New Orleans Pelicans,NOP,1610612740,2023,00,Dyson Daniels,Dyson,dyson-daniels,11,G,6-7,199,"MAR 17, 2003",20.0,1,NBA G League Ignite,1630700,#8 Pick in 2022 Draft
7,New Orleans Pelicans,NOP,1610612740,2023,00,Kira Lewis Jr.,Kira,kira-lewis-jr,13,G,6-1,170,"APR 06, 2001",22.0,3,Alabama,1630184,#13 Pick in 2020 Draft
8,New Orleans Pelicans,NOP,1610612740,2023,00,Brandon Ingram,Brandon,brandon-ingram,14,F,6-8,190,"SEP 02, 1997",25.0,7,Duke,1627742,Traded from LAL on 07/06/19
9,New Orleans Pelicans,NOP,1610612740,2023,00,Jose Alvarado,Jose,jose-alvarado,15,G,6-0,179,"APR 12, 1998",25.0,2,Georgia Tech,1630631,Signed on 08/18/21
10,New Orleans Pelicans,NOP,1610612740,2023,00,Jonas Valanciunas,Jonas,jonas-valanciunas,17,C,6-11,265,"MAY 06, 1992",31.0,11,Lietuvos rytas Vilnius,202685,Traded from MEM on 08/07/21
11,New Orleans Pelicans,NOP,1610612740,2023,00,Larry Nance Jr.,Larry,larry-nance-jr,22,F-C,6-8,245,"JAN 01, 1993",30.0,8,Wyoming,1626204,Traded from POR on 02/08/22
12,New Orleans Pelicans,NOP,1610612740,2023,00,Jordan Hawkins,Jordan,jordan-hawkins,24,G,6-5,190,"APR 29, 2002",21.0,R,Connecticut,1641722,#14 Pick in 2023 Draft
13,New Orleans Pelicans,NOP,1610612740,2023,00,Trey Murphy III,Trey,trey-murphy-iii,25,F,6-8,206,"JUN 18, 2000",23.0,2,Virginia,1630530,Draft Rights Traded from MEM on 08/07/21
14,New Orleans Pelicans,NOP,1610612740,2023,00,E.J. Liddell,E.J.,ej-liddell,32,F,6-6,240,"DEC 18, 2000",22.0,R,Ohio State,1630604,#41 Pick in 2022 Draft
15,New Orleans Pelicans,NOP,1610612740,2023,00,Cody Zeller,Cody,cody-zeller,40,F-C,6-11,240,"OCT 05, 1992",30.0,10,Indiana,203469,Signed on 07/06/23
0,Chicago Bulls,CHI,1610612741,2023,00,Adama Sanogo,Adama,adama-sanogo,,F,6-9,245,"FEB 12, 2002",21.0,R,Connecticut,1641766,Signed on 07/10/23
1,Chicago Bulls,CHI,1610612741,2023,00,Onuralp Bitim,Onuralp,onuralp-bitim,,F,6-6,215,"MAR 31, 1999",24.0,R,                                   ,1641931,Signed on 07/24/23
2,Chicago Bulls,CHI,1610612741,2023,00,Julian Phillips,Julian,julian-phillips,,F,6-8,198,"NOV 05, 2003",19.0,R,Tennessee,1641763,Draft Rights Traded from WAS on 06/28/23
3,Chicago Bulls,CHI,1610612741,2023,00,Coby White,Coby,coby-white,0,G,6-5,195,"FEB 16, 2000",23.0,4,North Carolina,1629632,#7 Pick in 2019 Draft
4,Chicago Bulls,CHI,1610612741,2023,00,Torrey Craig,Torrey,torrey-craig,0,F,6-7,221,"DEC 19, 1990",32.0,6,South Carolina Upstate,1628470,Signed on 07/15/23
5,Chicago Bulls,CHI,1610612741,2023,00,Lonzo Ball,Lonzo,lonzo-ball,2,G,6-6,190,"OCT 27, 1997",25.0,5,UCLA,1628366,Traded from NOP on 08/08/21
6,Chicago Bulls,CHI,1610612741,2023,00,Andre Drummond,Andre,andre-drummond,3,C,6-11,279,"AUG 10, 1993",30.0,11,Connecticut,203083,Signed on 07/06/22
7,Chicago Bulls,CHI,1610612741,2023,00,Jevon Carter,Jevon,jevon-carter,5,G,6-1,200,"SEP 14, 1995",27.0,5,West Virginia,1628975,Signed on 07/10/23
8,Chicago Bulls,CHI,1610612741,2023,00,Alex Caruso,Alex,alex-caruso,6,G,6-5,186,"FEB 28, 1994",29.0,6,Texas A&M,1627936,Signed on 08/10/21
9,Chicago Bulls,CHI,1610612741,2023,00,Zach LaVine,Zach,zach-lavine,8,G,6-5,200,"MAR 10, 1995",28.0,9,UCLA,203897,Traded from MIN on 06/22/17
10,Chicago Bulls,CHI,1610612741,2023,00,Nikola Vucevic,Nikola,nikola-vucevic,9,C,6-10,260,"OCT 24, 1990",32.0,12,Southern California,202696,Traded from ORL on 03/25/21
11,Chicago Bulls,CHI,1610612741,2023,00,DeMar DeRozan,DeMar,demar-derozan,11,G-F,6-6,220,"AUG 07, 1989",34.0,14,Southern California,201942,Traded from SAS on 08/11/21
12,Chicago Bulls,CHI,1610612741,2023,00,Ayo Dosunmu,Ayo,ayo-dosunmu,12,G,6-5,200,"JAN 17, 2000",23.0,2,Illinois,1630245,#38 Pick in 2021 Draft
13,Chicago Bulls,CHI,1610612741,2023,00,Carlik Jones,Carlik,carlik-jones,22,G,6-0,174,"DEC 23, 1997",25.0,2,Louisville,1630637,Signed on 08/15/22
14,Chicago Bulls,CHI,1610612741,2023,00,Javonte Green,Javonte,javonte-green,24,G,6-5,205,"JUL 23, 1993",30.0,4,Radford,1629750,Traded from BOS on 03/25/21
15,Chicago Bulls,CHI,1610612741,2023,00,Dalen Terry,Dalen,dalen-terry,25,F,6-7,195,"JUL 12, 2002",21.0,1,Arizona,1631207,#18 Pick in 2022 Draft
16,Chicago Bulls,CHI,1610612741,2023,00,Terry Taylor,Terry,terry-taylor,32,F,6-4,230,"SEP 23, 1999",23.0,2,Austin Peay,1630678,Signed on 02/21/23
17,Chicago Bulls,CHI,1610612741,2023,00,Justin Lewis,Justin,justin-lewis,34,F,6-7,245,"APR 12, 2002",21.0,R,Marquette,1631171,Signed on 07/07/22
18,Chicago Bulls,CHI,1610612741,2023,00,Patrick Williams,Patrick,patrick-williams,44,F,6-7,215,"AUG 26, 2001",21.0,3,Florida State,1630172,#4 Pick in 2020 Draft
0,Dallas Mavericks,DAL,1610612742,2023,00,Jordan Walker,Jordan,jordan-walker,,,,,"AUG 11, 1999",24.0,R,,1641948,Signed on 08/14/23
1,Dallas Mavericks,DAL,1610612742,2023,00,Dereck Lively II,Dereck,dereck-lively-ii,,C,7-1,230,"FEB 12, 2004",19.0,R,Duke,1641726,Draft Rights Traded from OKC on 07/06/23
2,Dallas Mavericks,DAL,1610612742,2023,00,Olivier-Maxence Prosper,Olivier-Maxence,olivier-maxence-prosper,,F,6-8,230,"JUL 03, 2002",21.0,R,Marquette,1641765,Draft Rights Traded from SAC on 07/06/23
3,Dallas Mavericks,DAL,1610612742,2023,00,Mike Miles Jr.,Mike,mike-miles-jr,,G,6-2,195,"AUG 24, 2002",20.0,R,TCU,1641756,Signed on 07/14/23
4,Dallas Mavericks,DAL,1610612742,2023,00,JaVale McGee,JaVale,javale-mcgee,00,C-F,7-0,270,"JAN 19, 1988",35.0,15,Nevada,201580,Signed on 07/09/22
5,Dallas Mavericks,DAL,1610612742,2023,00,Theo Pinson,Theo,theo-pinson,1,G-F,6-7,212,"NOV 05, 1995",27.0,5,North Carolina,1629033,Signed on 12/20/21
6,Dallas Mavericks,DAL,1610612742,2023,00,Kyrie Irving,Kyrie,kyrie-irving,2,G,6-2,195,"MAR 23, 1992",31.0,12,Duke,202681,Traded from BKN on 02/06/23
7,Dallas Mavericks,DAL,1610612742,2023,00,Jaden Hardy,Jaden,jaden-hardy,3,G,6-3,198,"JUL 05, 2002",21.0,1,NBA G League Ignite,1630702,Draft Rights Traded from SAC on 06/24/22
8,Dallas Mavericks,DAL,1610612742,2023,00,Greg Brown III,Greg,greg-brown-iii,4,F,6-7,206,"SEP 01, 2001",21.0,2,Texas,1630535,Signed on 08/14/23
9,Dallas Mavericks,DAL,1610612742,2023,00,Dante Exum,Dante,dante-exum,5,G,6-5,214,"JUL 13, 1995",28.0,6,Australian Institute of Sport,203957,Signed on 07/14/23
10,Dallas Mavericks,DAL,1610612742,2023,00,Derrick Jones Jr.,Derrick,derrick-jones-jr,5,F,6-6,210,"FEB 15, 1997",26.0,7,UNLV,1627884,Signed on 08/18/23
11,Dallas Mavericks,DAL,1610612742,2023,00,Dwight Powell,Dwight,dwight-powell,7,F-C,6-10,240,"JUL 20, 1991",32.0,9,Stanford,203939,Traded from BOS on 12/18/14
12,Dallas Mavericks,DAL,1610612742,2023,00,Josh Green,Josh,josh-green,8,G,6-7,200,"NOV 16, 2000",22.0,3,Arizona,1630182,#18 Pick in 2020 Draft
13,Dallas Mavericks,DAL,1610612742,2023,00,A.J. Lawson,A.J.,aj-lawson,9,G,6-6,179,"JUL 15, 2000",23.0,1,South Carolina,1630639,Signed on 12/26/22
14,Dallas Mavericks,DAL,1610612742,2023,00,Tim Hardaway Jr.,Tim,tim-hardaway-jr,11,G-F,6-5,205,"MAR 16, 1992",31.0,10,Michigan,203501,Traded from NYK on 01/31/19
15,Dallas Mavericks,DAL,1610612742,2023,00,Joe Wieskamp,Joe,joe-wieskamp,11,G-F,6-6,205,"AUG 23, 1999",24.0,2,Iowa,1630580,Signed on 08/14/23
16,Dallas Mavericks,DAL,1610612742,2023,00,Grant Williams,Grant,grant-williams,12,F,6-6,236,"NOV 30, 1998",24.0,4,Tennessee,1629684,Traded from BOS on 07/12/23
17,Dallas Mavericks,DAL,1610612742,2023,00,Markieff Morris,Markieff,markieff-morris,13,F,6-9,245,"SEP 02, 1989",33.0,12,Kansas,202693,Traded from BKN on 02/06/23
18,Dallas Mavericks,DAL,1610612742,2023,00,Richaun Holmes,Richaun,richaun-holmes,22,F,6-8,235,"OCT 15, 1993",29.0,8,Bowling Green,1626158,Traded from SAC on 07/06/23
19,Dallas Mavericks,DAL,1610612742,2023,00,McKinley Wright IV,McKinley,mckinley-wright-iv,23,G,5-11,192,"OCT 25, 1998",24.0,2,Colorado,1630593,Signed on 08/12/22
20,Dallas Mavericks,DAL,1610612742,2023,00,Seth Curry,Seth,seth-curry,30,G,6-1,185,"AUG 23, 1990",33.0,9,Duke,203552,Signed on 07/14/23
21,Dallas Mavericks,DAL,1610612742,2023,00,Christian Wood,Christian,christian-wood,35,F,6-9,214,"SEP 27, 1995",27.0,7,UNLV,1626174,Traded from HOU on 06/24/22
22,Dallas Mavericks,DAL,1610612742,2023,00,Maxi Kleber,Maxi,maxi-kleber,42,F,6-10,240,"JAN 29, 1992",31.0,6,Bayern Munich,1628467,Signed on 07/12/17
23,Dallas Mavericks,DAL,1610612742,2023,00,Luka Doncic,Luka,luka-doncic,77,F-G,6-7,230,"FEB 28, 1999",24.0,5,Real Madrid,1629029,Draft Rights Traded from ATL on 06/21/18
0,Denver Nuggets,DEN,1610612743,2023,00,Armaan Franklin,Armaan,armaan-franklin,,,,,"NOV 17, 2000",22.0,R,                                   ,1641848,Signed on 07/17/23
1,Denver Nuggets,DEN,1610612743,2023,00,Hunter Tyson,Hunter,hunter-tyson,,F,6-8,215,"JUN 13, 2000",23.0,R,Clemson,1641816,Draft Rights Traded from OKC on 06/23/23
2,Denver Nuggets,DEN,1610612743,2023,00,Julian Strawther,Julian,julian-strawther,,G,6-7,205,"APR 18, 2002",21.0,R,Gonzaga,1631124,Draft Rights Traded from IND on 06/23/23
3,Denver Nuggets,DEN,1610612743,2023,00,Jalen Pickett,Jalen,jalen-pickett,,G,6-4,202,"OCT 22, 1999",23.0,R,Penn State,1629618,Draft Rights Traded from IND on 06/23/23
