,team_name,abbreviation,TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
4,Denver Nuggets,DEN,1610612743,2023,00,Andrew Funk,Andrew,andrew-funk,,G,6-5,200,"SEP 21, 1999",23.0,R,Penn State,1641847,Signed on 07/17/23
5,Denver Nuggets,DEN,1610612743,2023,00,Souley Boum,Souley,souley-boum,,,,,"JAN 26, 1999",24.0,R,                                   ,1641859,Signed on 08/03/23
6,Denver Nuggets,DEN,1610612743,2023,00,Christian Braun,Christian,christian-braun,0,G,6-6,220,"APR 17, 2001",22.0,1,Kansas,1631128,#21 Pick in 2022 Draft
7,Denver Nuggets,DEN,1610612743,2023,00,Justin Holiday,Justin,justin-holiday,0,F-G,6-6,180,"APR 05, 1989",34.0,10,Washington,203200,Signed on 07/06/23
8,Denver Nuggets,DEN,1610612743,2023,00,Michael Porter Jr.,Michael,michael-porter-jr,1,F,6-10,218,"JUN 29, 1998",25.0,4,Missouri,1629008,#14 Pick in 2018 Draft
9,Denver Nuggets,DEN,1610612743,2023,00,Kentavious Caldwell-Pope,Kentavious,kentavious-caldwell-pope,5,G,6-5,204,"FEB 18, 1993",30.0,10,Georgia,203484,Traded from WAS on 07/06/22
10,Denver Nuggets,DEN,1610612743,2023,00,DeAndre Jordan,DeAndre,deandre-jordan,6,C,6-11,265,"JUL 21, 1988",35.0,15,Texas A&M,201599,Signed on 07/11/22
11,Denver Nuggets,DEN,1610612743,2023,00,Reggie Jackson,Reggie,reggie-jackson,7,G,6-2,208,"APR 16, 1990",33.0,12,Boston College,202704,Signed on 02/14/23
12,Denver Nuggets,DEN,1610612743,2023,00,Braxton Key,Braxton,braxton-key,8,F,6-8,225,"FEB 14, 1997",26.0,2,Virginia,1630296,Signed on 07/18/23
13,Denver Nuggets,DEN,1610612743,2023,00,Peyton Watson,Peyton,peyton-watson,8,G,6-7,200,"SEP 11, 2002",20.0,1,UCLA,1631212,Draft Rights Traded from OKC on 06/23/22
14,Denver Nuggets,DEN,1610612743,2023,00,Ish Smith,Ish,ish-smith,14,G,6-0,175,"JUL 05, 1988",35.0,13,Wake Forest,202397,Traded from WAS on 07/06/22
15,Denver Nuggets,DEN,1610612743,2023,00,Nikola Jokic,Nikola,nikola-jokic,15,C,6-11,284,"FEB 19, 1995",28.0,8,Mega Basket,203999,#41 Pick in 2014 Draft
16,Denver Nuggets,DEN,1610612743,2023,00,Collin Gillespie,Collin,collin-gillespie,21,G,6-1,195,"JUN 25, 1999",24.0,R,Villanova,1631221,Signed on 07/03/22
17,Denver Nuggets,DEN,1610612743,2023,00,Zeke Nnaji,Zeke,zeke-nnaji,22,F-C,6-9,240,"JAN 09, 2001",22.0,3,Arizona,1630192,#22 Pick in 2020 Draft
18,Denver Nuggets,DEN,1610612743,2023,00,Jamal Murray,Jamal,jamal-murray,27,G,6-4,215,"FEB 23, 1997",26.0,6,Kentucky,1627750,#7 Pick in 2016 Draft
19,Denver Nuggets,DEN,1610612743,2023,00,Vlatko Cancar,Vlatko,vlatko-cancar,31,F,6-8,236,"APR 10, 1997",26.0,4,San Pablo Burgos,1628427,#49 Pick in 2017 Draft
20,Denver Nuggets,DEN,1610612743,2023,00,Jay Huff,Jay,jay-huff,34,C,7-1,240,"AUG 25, 1997",25.0,2,Virginia,1630643,Signed on 07/18/23
21,Denver Nuggets,DEN,1610612743,2023,00,Aaron Gordon,Aaron,aaron-gordon,50,F,6-8,235,"SEP 16, 1995",27.0,9,Arizona,203932,Traded from ORL on 03/25/21
0,Golden State Warriors,GSW,1610612744,2023,00,Jonathan Kuminga,Jonathan,jonathan-kuminga,00,F,6-7,225,"OCT 06, 2002",20.0,2,NBA G League Ignite,1630228,#7 Pick in 2021 Draft
1,Golden State Warriors,GSW,1610612744,2023,00,Gary Payton II,Gary,gary-payton-ii,0,G,6-2,195,"DEC 01, 1992",30.0,7,Oregon State,1627780,Traded from POR on 02/09/23
2,Golden State Warriors,GSW,1610612744,2023,00,JaMychal Green,JaMychal,jamychal-green,1,F-C,6-9,227,"JUN 21, 1990",33.0,9,Alabama,203210,Signed on 08/01/22
3,Golden State Warriors,GSW,1610612744,2023,00,Cory Joseph,Cory,cory-joseph,1,G,6-3,200,"AUG 20, 1991",32.0,12,Texas,202709,Signed on 07/06/23
4,Golden State Warriors,GSW,1610612744,2023,00,Brandin Podziemski,Brandin,brandin-podziemski,2,G,6-5,205,"FEB 25, 2003",20.0,R,Santa Clara,1641764,#19 Pick in 2023 Draft
5,Golden State Warriors,GSW,1610612744,2023,00,Chris Paul,Chris,chris-paul,3,G,6-0,175,"MAY 06, 1985",38.0,18,Wake Forest,101108,Traded from WAS on 07/06/23
6,Golden State Warriors,GSW,1610612744,2023,00,Moses Moody,Moses,moses-moody,4,G,6-5,211,"MAY 31, 2002",21.0,2,Arkansas,1630541,#14 Pick in 2021 Draft
7,Golden State Warriors,GSW,1610612744,2023,00,Kevon Looney,Kevon,kevon-looney,5,F,6-9,222,"FEB 06, 1996",27.0,8,UCLA,1626172,#30 Pick in 2015 Draft
8,Golden State Warriors,GSW,1610612744,2023,00,Andre Iguodala,Andre,andre-iguodala,9,G-F,6-6,215,"JAN 28, 1984",39.0,19,Arizona,2738,Signed on 08/10/21
9,Golden State Warriors,GSW,1610612744,2023,00,Dario Saric,Dario,dario-saric,9,F-C,6-10,225,"APR 08, 1994",29.0,6,Anadolu Efes,203967,Signed on 07/12/23
10,Golden State Warriors,GSW,1610612744,2023,00,Klay Thompson,Klay,klay-thompson,11,G,6-6,220,"FEB 08, 1990",33.0,10,Washington State,202691,#11 Pick in 2011 Draft
11,Golden State Warriors,GSW,1610612744,2023,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,6-7,197,"FEB 23, 1995",28.0,9,Kansas,203952,Traded from MIN on 02/06/20
12,Golden State Warriors,GSW,1610612744,2023,00,Draymond Green,Draymond,draymond-green,23,F,6-6,230,"MAR 04, 1990",33.0,11,Michigan State,203110,#35 Pick in 2012 Draft
13,Golden State Warriors,GSW,1610612744,2023,00,Lester Quinones,Lester,lester-quinones,25,G,6-4,208,"NOV 16, 2000",22.0,1,Memphis,1631311,Signed on 07/05/22
14,Golden State Warriors,GSW,1610612744,2023,00,Stephen Curry,Stephen,stephen-curry,30,G,6-2,185,"MAR 14, 1988",35.0,14,Davidson,201939,#7 Pick in 2009 Draft
15,Golden State Warriors,GSW,1610612744,2023,00,Trayce Jackson-Davis,Trayce,trayce-jackson-davis,32,F,6-9,245,"FEB 22, 2000",23.0,R,Indiana,1631218,Draft Rights Traded from WAS on 06/23/23
16,Golden State Warriors,GSW,1610612744,2023,00,Anthony Lamb,Anthony,anthony-lamb,40,F,6-6,227,"JAN 20, 1998",25.0,3,Vermont,1630237,Signed on 10/05/22
0,Houston Rockets,HOU,1610612745,2023,00,Amen Thompson,Amen,amen-thompson,,G-F,6-7,200,"JAN 30, 2003",20.0,R,Overtime Elite,1641708,#4 Pick in 2023 Draft
1,Houston Rockets,HOU,1610612745,2023,00,Cam Whitmore,Cam,cam-whitmore,,F,6-7,230,"JUL 08, 2004",19.0,R,Villanova,1641715,#20 Pick in 2023 Draft
2,Houston Rockets,HOU,1610612745,2023,00,Joshua Obiesie,Joshua,joshua-obiesie,,G-F,6-6,195,"MAY 23, 2000",23.0,R,                                   ,1629697,Signed on 07/28/23
3,Houston Rockets,HOU,1610612745,2023,00,Matthew Mayer,Matthew,matthew-mayer,,F,6-9,225,"SEP 23, 1999",23.0,R,Illinois,1630571,Signed on 08/01/23
4,Houston Rockets,HOU,1610612745,2023,00,Jermaine Samuels Jr.,Jermaine,jermaine-samuels-jr,,F,6-7,230,"NOV 13, 1998",24.0,R,Villanova,1631257,Signed on 08/01/23
5,Houston Rockets,HOU,1610612745,2023,00,Jabari Smith Jr.,Jabari,jabari-smith-jr,1,F,6-11,220,"MAY 13, 2003",20.0,1,Auburn,1631095,#3 Pick in 2022 Draft
6,Houston Rockets,HOU,1610612745,2023,00,Aaron Holiday,Aaron,aaron-holiday,3,G,6-0,185,"SEP 30, 1996",26.0,5,UCLA,1628988,Signed on 07/10/23
7,Houston Rockets,HOU,1610612745,2023,00,Kevin Porter Jr.,Kevin,kevin-porter-jr,3,G-F,6-4,203,"MAY 04, 2000",23.0,4,Southern California,1629645,Traded from CLE on 01/22/21
8,Houston Rockets,HOU,1610612745,2023,00,Jalen Green,Jalen,jalen-green,4,G,6-4,186,"FEB 09, 2002",21.0,2,NBA G League Ignite,1630224,#2 Pick in 2021 Draft
9,Houston Rockets,HOU,1610612745,2023,00,Darius Days,Darius,darius-days,5,F,6-7,245,"OCT 20, 1999",23.0,1,Louisiana State,1630620,Awarded on Waivers on 10/11/22
10,Houston Rockets,HOU,1610612745,2023,00,Jae'Sean Tate,Jae'Sean,jaesean-tate,8,F,6-5,230,"OCT 28, 1995",27.0,3,Ohio State,1630256,Signed on 11/25/20
11,Houston Rockets,HOU,1610612745,2023,00,Jock Landale,Jock,jock-landale,11,C,6-11,255,"OCT 25, 1995",27.0,2,St. Mary's,1629111,Signed on 07/06/23
12,Houston Rockets,HOU,1610612745,2023,00,Trevor Hudgins,Trevor,trevor-hudgins,12,G,6-0,180,"MAR 23, 1999",24.0,1,Northwest Missouri State,1631309,Signed on 07/01/22
13,Houston Rockets,HOU,1610612745,2023,00,Nate Hinton,Nate,nate-hinton,14,G-F,6-5,210,"JUN 08, 1999",24.0,2,Houston,1630207,Signed on 08/01/23
14,Houston Rockets,HOU,1610612745,2023,00,Tari Eason,Tari,tari-eason,17,F,6-8,215,"MAY 10, 2001",22.0,1,Louisiana State,1631106,#17 Pick in 2022 Draft
15,Houston Rockets,HOU,1610612745,2023,00,Fred VanVleet,Fred,fred-vanvleet,23,G,6-0,197,"FEB 25, 1994",29.0,7,Wichita State,1627832,Signed on 07/07/23
16,Houston Rockets,HOU,1610612745,2023,00,Dillon Brooks,Dillon,dillon-brooks,24,G-F,6-6,225,"JAN 22, 1996",27.0,6,Oregon,1628415,Traded from MEM on 07/08/23
17,Houston Rockets,HOU,1610612745,2023,00,Alperen Sengun,Alperen,alperen-sengun,28,C,6-11,243,"JUL 25, 2002",21.0,2,Besiktas,1630578,Draft Rights Traded from OKC on 07/30/21
18,Houston Rockets,HOU,1610612745,2023,00,Jeff Green,Jeff,jeff-green,32,F,6-8,235,"AUG 28, 1986",36.0,15,Georgetown,201145,Signed on 07/06/23
19,Houston Rockets,HOU,1610612745,2023,00,Jeenathan Williams,Jeenathan,jeenathan-williams,49,G,6-5,205,"FEB 12, 1999",24.0,1,Buffalo,1631466,Signed on 08/01/23
0,Los Angeles Clippers,LAC,1610612746,2023,00,Kobe Brown,Kobe,kobe-brown,,F,6-8,250,"JAN 01, 2000",23.0,R,Missouri,1641738,#30 Pick in 2023 Draft
1,Los Angeles Clippers,LAC,1610612746,2023,00,Jordan Miller,Jordan,jordan-miller,,G,6-7,194,"JAN 23, 2000",23.0,R,Miami,1641757,#48 Pick in 2023 Draft
2,Los Angeles Clippers,LAC,1610612746,2023,00,Russell Westbrook,Russell,russell-westbrook,0,G,6-3,200,"NOV 12, 1988",34.0,15,UCLA,201566,Signed on 02/22/23
3,Los Angeles Clippers,LAC,1610612746,2023,00,Kawhi Leonard,Kawhi,kawhi-leonard,2,F,6-7,225,"JUN 29, 1991",32.0,11,San Diego State,202695,Signed on 07/09/19
4,Los Angeles Clippers,LAC,1610612746,2023,00,Brandon Boston Jr.,Brandon,brandon-boston-jr,4,G,6-6,188,"NOV 28, 2001",21.0,2,Kentucky,1630527,Draft Rights Traded from NOP on 08/07/21
5,Los Angeles Clippers,LAC,1610612746,2023,00,Bones Hyland,Bones,bones-hyland,5,G,6-2,169,"SEP 14, 2000",22.0,2,Virginia Commonwealth,1630538,Traded from DEN on 02/09/23
6,Los Angeles Clippers,LAC,1610612746,2023,00,Kenyon Martin Jr.,Kenyon,kenyon-martin-jr,6,F,6-7,215,"JAN 06, 2001",22.0,3,IMG Academy (FL),1630231,Traded from HOU on 07/08/23
7,Los Angeles Clippers,LAC,1610612746,2023,00,Amir Coffey,Amir,amir-coffey,7,G-F,6-7,210,"JUN 17, 1997",26.0,4,Minnesota,1629599,Signed on 07/09/19
8,Los Angeles Clippers,LAC,1610612746,2023,00,Marcus Morris Sr.,Marcus,marcus-morris-sr,8,F,6-8,218,"SEP 02, 1989",33.0,12,Kansas,202694,Traded from NYK on 02/06/20
9,Los Angeles Clippers,LAC,1610612746,2023,00,Paul George,Paul,paul-george,13,F,6-8,220,"MAY 02, 1990",33.0,13,Fresno State,202331,Traded from OKC on 07/10/19
10,Los Angeles Clippers,LAC,1610612746,2023,00,Terance Mann,Terance,terance-mann,14,G-F,6-5,215,"OCT 18, 1996",26.0,4,Florida State,1629611,#48 Pick in 2019 Draft
11,Los Angeles Clippers,LAC,1610612746,2023,00,Xavier Moon,Xavier,xavier-moon,15,G,6-0,165,"JAN 02, 1995",28.0,2,Morehead State,1629875,Signed on 12/25/21
12,Los Angeles Clippers,LAC,1610612746,2023,00,Jason Preston,Jason,jason-preston,17,G,6-3,181,"AUG 10, 1999",24.0,1,Ohio,1630554,Draft Rights Traded from ORL on 07/29/21
13,Los Angeles Clippers,LAC,1610612746,2023,00,Robert Covington,Robert,robert-covington,23,F,6-7,209,"DEC 14, 1990",32.0,10,Tennessee State,203496,Traded from POR on 02/04/22
14,Los Angeles Clippers,LAC,1610612746,2023,00,Norman Powell,Norman,norman-powell,24,G,6-4,215,"MAY 25, 1993",30.0,8,UCLA,1626181,Traded from POR on 02/04/22
15,Los Angeles Clippers,LAC,1610612746,2023,00,Moussa Diabate,Moussa,moussa-diabate,25,F,6-10,210,"JAN 21, 2002",21.0,1,Michigan,1631217,#43 Pick in 2022 Draft
16,Los Angeles Clippers,LAC,1610612746,2023,00,Nicolas Batum,Nicolas,nicolas-batum,33,G-F,6-8,230,"DEC 14, 1988",34.0,15,Le Mans,201587,Signed on 12/01/20
17,Los Angeles Clippers,LAC,1610612746,2023,00,Ivica Zubac,Ivica,ivica-zubac,40,C,7-0,240,"MAR 18, 1997",26.0,7,Mega Basket,1627826,Traded from LAL on 02/07/19
18,Los Angeles Clippers,LAC,1610612746,2023,00,Mason Plumlee,Mason,mason-plumlee,44,F-C,7-0,254,"MAR 05, 1990",33.0,10,Duke,203486,Traded from CHA on 02/09/23
0,Los Angeles Lakers,LAL,1610612747,2023,00,Jalen Hood-Schifino,Jalen,jalen-hood-schifino,,G,6-6,215,"JUN 19, 2003",20.0,R,Indiana,1641720,#17 Pick in 2023 Draft
1,Los Angeles Lakers,LAL,1610612747,2023,00,Maxwell Lewis,Maxwell,maxwell-lewis,,F,6-7,195,"JUL 27, 2002",21.0,R,Pepperdine,1641721,Draft Rights Traded from DEN on 06/23/23
2,Los Angeles Lakers,LAL,1610612747,2023,00,D'Moi Hodge,D'Moi,dmoi-hodge,,G,6-4,188,"DEC 20, 1998",24.0,R,Missouri,1641793,Signed on 07/03/23
3,Los Angeles Lakers,LAL,1610612747,2023,00,Colin Castleton,Colin,colin-castleton,,C,6-11,250,"MAY 25, 2000",23.0,R,Florida,1630658,Signed on 07/03/23
4,Los Angeles Lakers,LAL,1610612747,2023,00,D'Angelo Russell,D'Angelo,dangelo-russell,1,G,6-4,193,"FEB 23, 1996",27.0,8,Ohio State,1626156,Traded from MIN on 02/09/23
5,Los Angeles Lakers,LAL,1610612747,2023,00,Jarred Vanderbilt,Jarred,jarred-vanderbilt,2,F,6-8,214,"APR 03, 1999",24.0,5,Kentucky,1629020,Traded from UTA on 02/09/23
6,Los Angeles Lakers,LAL,1610612747,2023,00,Gabe Vincent,Gabe,gabe-vincent,2,G,6-2,200,"JUN 14, 1996",27.0,4,California-Santa Barbara,1629216,Signed on 07/06/23
7,Los Angeles Lakers,LAL,1610612747,2023,00,Anthony Davis,Anthony,anthony-davis,3,F-C,6-10,253,"MAR 11, 1993",30.0,11,Kentucky,203076,Traded from NOP on 07/06/19
8,Los Angeles Lakers,LAL,1610612747,2023,00,Cam Reddish,Cam,cam-reddish,5,F-G,6-7,217,"SEP 01, 1999",23.0,4,Duke,1629629,Signed on 07/06/23
9,Los Angeles Lakers,LAL,1610612747,2023,00,Tristan Thompson,Tristan,tristan-thompson,9,C-F,6-9,254,"MAR 13, 1991",32.0,12,Texas-Austin,202684,Signed on 04/09/23
10,Los Angeles Lakers,LAL,1610612747,2023,00,Max Christie,Max,max-christie,10,G,6-5,190,"FEB 10, 2003",20.0,1,Michigan State,1631108,#35 Pick in 2022 Draft
11,Los Angeles Lakers,LAL,1610612747,2023,00,Jaxson Hayes,Jaxson,jaxson-hayes,10,C-F,7-0,220,"MAY 23, 2000",23.0,4,Texas,1629637,Signed on 07/06/23
12,Los Angeles Lakers,LAL,1610612747,2023,00,Taurean Prince,Taurean,taurean-prince,12,F,6-6,218,"MAR 22, 1994",29.0,7,Baylor,1627752,Signed on 07/06/23
13,Los Angeles Lakers,LAL,1610612747,2023,00,Scotty Pippen Jr.,Scotty,scotty-pippen-jr,14,G,6-1,170,"NOV 10, 2000",22.0,1,Vanderbilt,1630590,Signed on 07/01/22
14,Los Angeles Lakers,LAL,1610612747,2023,00,Austin Reaves,Austin,austin-reaves,15,G,6-5,197,"MAY 29, 1998",25.0,2,Oklahoma,1630559,Signed on 08/03/21
15,Los Angeles Lakers,LAL,1610612747,2023,00,Alex Fudge,Alex,alex-fudge,17,F,6-9,200,"MAY 06, 2003",20.0,R,Florida,1641788,Signed on 07/26/23
16,Los Angeles Lakers,LAL,1610612747,2023,00,LeBron James,LeBron,lebron-james,23,F,6-9,250,"DEC 30, 1984",38.0,20,St. Vincent-St. Mary HS (OH),2544,Signed on 07/09/18
17,Los Angeles Lakers,LAL,1610612747,2023,00,Rui Hachimura,Rui,rui-hachimura,28,F,6-8,230,"FEB 08, 1998",25.0,4,Gonzaga,1629060,Traded from WAS on 01/23/23
18,Los Angeles Lakers,LAL,1610612747,2023,00,Wenyen Gabriel,Wenyen,wenyen-gabriel,35,F,6-9,205,"MAR 26, 1997",26.0,4,Kentucky,1629117,Signed on 03/01/22
0,Miami Heat,MIA,1610612748,2023,00,Jaime Jaquez Jr.,Jaime,jaime-jaquez-jr,,G,6-7,225,"FEB 18, 2001",22.0,R,UCLA,1631170,#18 Pick in 2023 Draft
1,Miami Heat,MIA,1610612748,2023,00,Caleb Daniels,Caleb,caleb-daniels,,,,,"MAY 17, 1999",24.0,R,                                   ,1641915,Signed on 08/11/23
2,Miami Heat,MIA,1610612748,2023,00,Drew Peterson,Drew,drew-peterson,,F,6-9,205,"NOV 09, 1999",23.0,R,Southern California,1641809,Signed on 08/11/23
3,Miami Heat,MIA,1610612748,2023,00,Kevin Love,Kevin,kevin-love,0,F-C,6-8,251,"SEP 07, 1988",34.0,15,UCLA,201567,Signed on 02/20/23
4,Miami Heat,MIA,1610612748,2023,00,Josh Richardson,Josh,josh-richardson,2,G,6-6,200,"SEP 15, 1993",29.0,8,Tennessee,1626196,Signed on 07/02/23
5,Miami Heat,MIA,1610612748,2023,00,Nikola Jovic,Nikola,nikola-jovic,5,F,6-10,205,"JUN 09, 2003",20.0,1,Mega Basket,1631107,#27 Pick in 2022 Draft
6,Miami Heat,MIA,1610612748,2023,00,Kyle Lowry,Kyle,kyle-lowry,7,G,6-0,196,"MAR 25, 1986",37.0,17,Villanova,200768,Traded from TOR on 08/06/21
7,Miami Heat,MIA,1610612748,2023,00,Jamal Cain,Jamal,jamal-cain,8,F,6-6,191,"MAR 20, 1999",24.0,1,Oakland,1631288,Signed on 07/15/22
8,Miami Heat,MIA,1610612748,2023,00,Dru Smith,Dru,dru-smith,9,G,6-3,203,"DEC 30, 1997",25.0,1,Missouri,1630696,Signed on 07/01/23
9,Miami Heat,MIA,1610612748,2023,00,Jamaree Bouyea,Jamaree,jamaree-bouyea,11,G,6-2,180,"JUN 27, 1999",24.0,1,San Francisco,1631123,Signed on 07/01/23
10,Miami Heat,MIA,1610612748,2023,00,Bam Adebayo,Bam,bam-adebayo,13,C-F,6-9,255,"JUL 18, 1997",26.0,6,Kentucky,1628389,#14 Pick in 2017 Draft
11,Miami Heat,MIA,1610612748,2023,00,Thomas Bryant,Thomas,thomas-bryant,13,C-F,6-10,248,"JUL 31, 1997",26.0,6,Indiana,1628418,Signed on 07/02/23
12,Miami Heat,MIA,1610612748,2023,00,Tyler Herro,Tyler,tyler-herro,14,G,6-5,195,"JAN 20, 2000",23.0,4,Kentucky,1629639,#13 Pick in 2019 Draft
13,Miami Heat,MIA,1610612748,2023,00,Caleb Martin,Caleb,caleb-martin,16,F,6-5,205,"SEP 28, 1995",27.0,4,Nevada,1628997,Signed on 09/14/21
14,Miami Heat,MIA,1610612748,2023,00,Cole Swider,Cole,cole-swider,20,F,6-9,220,"MAY 08, 1999",24.0,1,Syracuse,1631306,Signed on 08/11/23
15,Miami Heat,MIA,1610612748,2023,00,Jimmy Butler,Jimmy,jimmy-butler,22,F,6-7,230,"SEP 14, 1989",33.0,12,Marquette,202710,Traded from PHI on 07/06/19
16,Miami Heat,MIA,1610612748,2023,00,Haywood Highsmith,Haywood,haywood-highsmith,24,F,6-5,220,"DEC 09, 1996",26.0,3,Wheeling Jesuit,1629312,Signed on 12/30/21
17,Miami Heat,MIA,1610612748,2023,00,Orlando Robinson,Orlando,orlando-robinson,25,C,6-10,235,"JUL 10, 2000",23.0,1,Fresno State,1631115,Signed on 07/06/22
18,Miami Heat,MIA,1610612748,2023,00,Alondes Williams,Alondes,alondes-williams,31,G,6-4,210,"JUN 19, 1999",24.0,1,Wake Forest,1631214,Signed on 08/11/23
19,Miami Heat,MIA,1610612748,2023,00,Udonis Haslem,Udonis,udonis-haslem,40,F,6-7,235,"JUN 09, 1980",43.0,20,Florida,2617,Signed on 08/01/03
20,Miami Heat,MIA,1610612748,2023,00,Duncan Robinson,Duncan,duncan-robinson,55,F,6-7,215,"APR 22, 1994",29.0,5,Michigan,1629130,Signed on 07/10/18
21,Miami Heat,MIA,1610612748,2023,00,Justin Champagnie,Justin,justin-champagnie,99,G-F,6-6,206,"JUN 29, 2001",22.0,2,Pittsburgh,1630551,Signed on 08/11/23
0,Milwaukee Bucks,MIL,1610612749,2023,00,Omari Moore,Omari,omari-moore,,G,6-6,195,"SEP 18, 2000",22.0,R,San Jose State,1641760,Signed on 07/05/23
1,Milwaukee Bucks,MIL,1610612749,2023,00,Jazian Gortman,Jazian,jazian-gortman,,G,6-2,184,"MAR 14, 2003",20.0,R,                                   ,1641789,Signed on 07/15/23
